Timestamp,Vibration,Moisture,Temperature,FailureLabel,ErrorType
2024-03-29 19:35:11.498235,0.46655353923508514,41.48602645940706,63.143055929404106,0,None
2024-03-29 19:35:12.511554,0.5621770914270596,48.63381795635229,65.08665530563353,0,None
2024-03-29 19:35:13.517832,0.3319284970464657,32.04201351523993,75.31087371626089,0,None
2024-03-29 19:35:14.527131,0.42476456040788485,43.480565454810126,65.44235461200584,0,None
2024-03-29 19:35:15.535432,0.6653577923911864,43.841383823403824,67.32696504416356,1,High Vibration
2024-03-29 19:35:16.546727,0.4622743028687757,41.300319099572434,71.3669075234175,0,None
2024-03-29 19:35:17.554031,0.5231945236487079,39.6054671991249,69.44526320954182,0,None
2024-03-29 19:35:18.561372,0.27883411419547155,39.12745069394187,54.567761862123604,0,None
2024-03-29 19:35:19.567684,0.5308095242125059,30.552610669450182,68.0607741452692,0,None
2024-03-29 19:35:20.573954,0.31523015279455,45.56297925353119,67.16994818731693,0,None
2024-03-29 19:35:21.581285,0.5044099487114861,42.13814494696367,65.54913195998262,0,None
2024-03-29 19:35:22.587569,0.5004270620050439,34.075206881886416,67.65399904337089,0,None
2024-03-29 19:35:23.596864,0.5891810687655732,37.64829638510522,78.23273107644897,0,None
2024-03-29 19:35:24.611151,0.6276680870200174,35.950832643488674,66.50270191502074,1,High Vibration
2024-03-29 19:35:25.619452,0.5703041705265354,38.47652272369868,61.020935549033325,0,None
2024-03-29 19:35:26.627758,0.4019557227998012,40.5835090489913,76.77112912135335,0,None
2024-03-29 19:35:27.637088,0.5463969818736973,29.68440452191961,71.10005938763464,0,None
2024-03-29 19:35:28.643392,0.8630070685506637,41.60410181368856,56.62102212582141,1,High Vibration
2024-03-29 19:35:29.648674,0.5610684559064701,40.1690353230004,61.467354055752615,0,None
2024-03-29 19:35:30.660964,0.6926265379883578,41.16734736279909,73.64013384522949,1,High Vibration
2024-03-29 19:35:31.667275,0.36206023749368277,40.00523668449388,69.27195820170203,0,None
2024-03-29 19:35:32.674581,0.5811197349633407,29.183639723611968,72.09548885027974,0,None
